"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-04-30,3101,"Los Angeles","CA","Los Angeles-Long Beach-Anaheim",0,563400,0.00535331905781585,0.0178861788617886,0.0666414237031427,0.0959123711171552,0.00195555180732643,"2017-04","2017-Q2",563400,0,"2017-04"
2017-04-30,139,"Cook","IL","Chicago",1,214300,0.0018700327255727,0.0166034155597723,0.0704295704295704,0.0553455867001611,-0.0184631855292094,"2007-03","2007-Q1",258900,-0.172267284665894,"2003-08"
2017-04-30,2402,"Maricopa","AZ","Phoenix",2,240000,0.0025062656641604,0.00925147182506308,0.0614772224679345,0.108646295767851,-0.00967314402760355,"2006-04","2006-Q2",277900,-0.136379992803167,"2005-07"
2017-04-30,2841,"San Diego","CA","San Diego",3,537200,0.00618093275894362,0.012247974373469,0.0568561872909699,0.0872383167803421,0.00434634726016214,"2005-11","2005-Q4",543600,-0.0117733627667403,"2005-07"
2017-04-30,1286,"Orange","CA","Los Angeles-Long Beach-Anaheim",4,678700,-0.000294594196494329,0.00310375406443985,0.040791289679497,0.0833090779375205,-0.000558176496446627,"2006-05","2006-Q2",708800,-0.0424661399548533,"2005-11"
2017-04-30,581,"Kings","NY","New York",5,705300,0.00829163688348821,0.0193669605434311,0.0975723622782446,0.0873545614044517,0.0430104755264207,"2017-04","2017-Q2",705300,0,"2017-04"
2017-04-30,2964,"Miami-Dade","FL","Miami-Fort Lauderdale",6,268400,-0.00111648678823967,0.00298953662182362,0.0680461599681655,0.113208648796366,-0.0188319457825097,"2007-03","2007-Q1",325300,-0.174915462649862,"2005-08"
2017-04-30,978,"Dallas","TX","Dallas-Fort Worth",7,175400,0.00458190148911798,0.0245327102803738,0.134540750323415,0.10225522361561,0.0305652391230942,"2017-04","2017-Q2",175400,0,"2017-04"
2017-04-30,1347,"Queens","NY","New York",8,508700,0.0176035207041408,0.0523376086057096,0.141863075196409,0.0710628872931258,0.00373184605307841,"2017-04","2017-Q2",508700,0,"2017-04"
2017-04-30,2832,"Riverside","CA","Riverside",9,337500,0.00297176820208024,0.0104790419161677,0.0579937304075235,0.106366967547887,-0.0184781760994146,"2006-08","2006-Q3",424900,-0.205695457754766,"2004-09"
2017-04-30,3250,"San Bernardino","CA","Riverside",10,305500,0.00394347683207361,0.012259774685222,0.0753255895811334,0.121490537210375,-0.0178792642352806,"2006-07","2006-Q3",379000,-0.193931398416887,"2005-04"
2017-04-30,445,"Clark","NV","Las Vegas",11,220700,0.00592525068368277,0.0170506912442396,0.0969184890656064,0.133786831557478,-0.0269717251727785,"2006-05","2006-Q2",304700,-0.275680997702658,"2004-05"
2017-04-30,207,"King","WA","Seattle",12,551000,0.013986013986014,0.0353250657647501,0.135848278705422,0.115576651022143,0.0249619832827186,"2017-04","2017-Q2",551000,0,"2017-04"
2017-04-30,791,"Wayne","MI","Detroit",13,72700,0.0125348189415042,0.0415472779369628,0.219798657718121,0.0944367908479322,-0.0362777917127391,"2005-04","2005-Q2",112500,-0.353777777777778,
2017-04-30,2049,"Tarrant","TX","Dallas-Fort Worth",14,182700,0.00495049504950495,0.0269814502529511,0.106602059357965,0.0800739305146281,0.030566890513184,"2017-04","2017-Q2",182700,0,"2017-04"
2017-04-30,3136,"Santa Clara","CA","San Jose",15,1015300,0.00714214859636941,0.0230753728335349,0.038988948014736,0.118300276870807,0.0305028719759,"2017-04","2017-Q2",1015300,0,"2017-04"
2017-04-30,1561,"Broward","FL","Miami-Fort Lauderdale",16,228000,0.00662251655629139,0.0187667560321716,0.0951008645533141,0.123095881175205,-0.0177793778310303,"2006-05","2006-Q2",286600,-0.204466154919749,"2005-04"
2017-04-30,2452,"New York","NY","New York",17,1273600,0.0179841739269443,0.0461639559717431,0.173068066685088,0.0975421070353592,0.0460128181192885,"2017-04","2017-Q2",1273600,0,"2017-04"
2017-04-30,3175,"Philadelphia","PA","Philadelphia",18,136400,0.00294117647058824,0.0156366344005957,0.0859872611464968,0.0409503969692568,0.0143386232940446,"2017-04","2017-Q2",136400,0,"2017-04"
2017-04-30,1510,"Alameda","CA","San Francisco",19,773000,0.00285417747794499,0.020596778452601,0.0694521306032097,0.137109856232317,0.0213495303019924,"2017-04","2017-Q2",773000,0,"2017-04"
2017-04-30,2801,"Middlesex","MA","Boston",20,489400,0.00534100246507806,0.0197957907897479,0.0683256930801135,0.0633994311838937,0.022963023534311,"2017-04","2017-Q2",489400,0,"2017-04"
2017-04-30,2046,"Suffolk","NY","New York",21,385000,0.0182491404390373,0.0481894908793901,0.113682383569569,0.0307486922544664,-0.0126794076995189,"2006-07","2006-Q3",448600,-0.141774409273295,"2004-10"
2017-04-30,3017,"Sacramento","CA","Sacramento",22,328300,0.00798280626343261,0.0214685749844431,0.0979933110367893,0.131640833643565,-0.00477615254018782,"2005-12","2005-Q4",385900,-0.149261466701218,"2004-11"
2017-04-30,1252,"Nassau","NY","New York",23,501200,0.00642570281124498,0.0216061964940889,0.0850833513747564,0.049681210178351,0.00078148092734831,"2006-08","2006-Q3",510100,-0.0174475593020976,"2006-02"
2017-04-30,2993,"Palm Beach","FL","Miami-Fort Lauderdale",24,252600,0.00277888050813815,0.00918897323212145,0.0831903945111492,0.120050053593016,-0.0112996427763323,"2006-03","2006-Q1",320500,-0.21185647425897,"2005-02"
2017-04-30,2241,"Cuyahoga","OH","Cleveland",25,115500,0.00260416666666667,0.0113835376532399,0.0684551341350601,0.034889138224711,-0.0106861215384765,"2006-02","2006-Q1",134400,-0.140625,"2000-12"
2017-04-30,3165,"Hillsborough","FL","Tampa",26,194700,0.00257466529351184,0.0199057097957046,0.10436755530346,0.105342296492869,-0.00977663988738353,"2006-08","2006-Q3",222500,-0.124943820224719,"2005-11"
2017-04-30,2614,"Allegheny","PA","Pittsburgh",27,138700,0.00216763005780347,0.0124087591240876,0.0571646341463415,0.04518780722419,0.02783543252066,"2017-04","2017-Q2",138700,0,"2017-04"
2017-04-30,1950,"Oakland","MI","Detroit",28,222200,0.00406687754179846,0.020670647680294,0.0892156862745098,0.104795908535973,0.00982681876509184,"2017-04","2017-Q2",222200,0,"2017-04"
2017-04-30,2288,"Franklin","OH","Columbus",29,151000,0.0019907100199071,0.0120643431635389,0.0942028985507247,0.0512691623229127,0.00904326058581484,"2017-04","2017-Q2",151000,0,"2017-04"
2017-04-30,2339,"Hennepin","MN","Minneapolis-St Paul",30,254200,0.00276134122287968,0.00953137410643368,0.0671704450041982,0.0718289764131059,0.0041037106011339,"2017-04","2017-Q2",254200,0,"2017-04"
2017-04-30,1287,"Orange","FL","Orlando",31,209400,0.00383509108341323,0.0120831319478009,0.0883575883575884,0.107108510967969,-0.0180356881657927,"2006-07","2006-Q3",259700,-0.193685021178283,"2005-08"
2017-04-30,1694,"Fairfax","VA","Washington",32,519000,-0.00517538815411156,-0.00859598853868195,0.0224586288416076,0.0348504100814488,0.00126111174882726,"2006-01","2006-Q1",549100,-0.05481697322892,"2005-07"
2017-04-30,3159,"Contra Costa","CA","San Francisco",33,570100,0.000350938761186173,0.00920516905647017,0.0742415677407198,0.126546109436941,-0.00197796004583939,"2006-01","2006-Q1",615000,-0.0730081300813008,"2005-05"
2017-04-30,2840,"Salt Lake","UT","Salt Lake City",34,259600,0.00542215336948102,0.0144587729581868,0.070957095709571,0.0724343591933558,-0.000461078193020992,"2008-01","2008-Q1",275300,-0.0570286959680349,"2007-04"
2017-04-30,1440,"Travis","TX","Austin",35,312000,0.0103626943005181,0.036889332003988,0.0844629822732012,0.0892260918457064,0.0439681633268045,"2017-04","2017-Q2",312000,0,"2017-04"
2017-04-30,3130,"Saint Louis","MO","St. Louis",36,164100,-0.00845921450151057,-0.0437062937062937,0.0148423005565863,0.032719636637851,-0.00904016928880802,"2007-05","2007-Q2",180500,-0.0908587257617729,"2005-02"
2017-04-30,281,"Pima","AZ","Tucson",37,180800,0.00332963374028857,0.0134529147982063,0.0736342042755344,0.0544461197912276,-0.0227139434363623,"2006-05","2006-Q2",236500,-0.235517970401691,"2005-03"
2017-04-30,2975,"Montgomery","MD","Washington",38,432800,-0.00345383375546857,-0.000923361034164358,0.015724008448721,0.0288654812683817,-0.0114653087849304,"2006-05","2006-Q2",486800,-0.110928512736237,"2005-04"
2017-04-30,2347,"Honolulu","HI","Urban Honolulu",39,660100,0.00456551514229189,0.0171032357473035,0.0724614134849716,0.0621034400904132,0.0186558350651695,"2017-04","2017-Q2",660100,0,"2017-04"
2017-04-30,3148,"Westchester","NY","New York",40,559900,0.000536097212294496,0.00683330336270455,0.0315033161385409,0.0383343439936263,-0.00950343096158734,"2006-06","2006-Q2",625100,-0.104303311470165,"2004-12"
2017-04-30,2804,"Milwaukee","WI","Milwaukee",41,113600,0.0106761565836299,0.0234234234234234,0.0965250965250965,0.0415010675632084,-0.0196235828519407,"2006-04","2006-Q2",140300,-0.190306486101212,"2004-02"
2017-04-30,1018,"Fresno","CA","Fresno",42,223300,0.00812641083521445,0.0271389144434223,0.0924657534246575,0.103446329415198,-0.0183742418840348,"2006-04","2006-Q2",293800,-0.239959155888359,"2004-11"
2017-04-30,1388,"Shelby","TN","Memphis",43,111500,0.0045045045045045,0.0127157129881926,0.0783365570599613,0.0437739928850474,-0.00707128216020003,"2006-12","2006-Q4",119800,-0.0692821368948247,"2005-04"
2017-04-30,1020,"Fulton","GA","Atlanta",44,234700,0.00170721297481861,0.00902837489251935,0.0741418764302059,0.10217194379925,0.00499161118950897,"2017-04","2017-Q2",234700,0,"2017-04"
2017-04-30,3102,"Mecklenburg","NC","Charlotte",45,199000,0.00353000504286435,0.0173824130879346,0.0886214442013129,0.0650678909140605,0.0156366132273731,"2017-04","2017-Q2",199000,0,"2017-04"
2017-04-30,1682,"Du Page","IL","Chicago",46,276100,-0.00360880548538434,-0.00432744320230797,0.0478178368121442,0.0472374665110151,-0.0144933607614895,"2007-04","2007-Q2",319500,-0.135837245696401,"2004-09"
2017-04-30,2694,"Fairfield","CT","Stamford",47,403400,0.000247954376394743,0.0107742420446004,0.0243778567800914,0.0225719441293797,-0.0184959546123775,"2006-04","2006-Q2",496300,-0.187185170259923,"2004-01"
2017-04-30,2480,"Pinellas","FL","Tampa",48,194800,0.00723888314374354,0.0263435194942044,0.125361062969382,0.110778064292395,-0.0035241472360501,"2006-06","2006-Q2",215200,-0.0947955390334572,"2005-09"
2017-04-30,874,"Bergen","NJ","New York",49,455500,0.00640742377375166,0.0233655358346439,0.0600418896904817,0.0382795137902494,-0.00919863743922,"2006-06","2006-Q2",506200,-0.100158040300277,"2005-02"
2017-04-30,1165,"Marion","IN","Indianapolis",50,112800,0.00177619893428064,0.00984780662488809,0.0415512465373961,0.0293708281360581,-0.00583655101523328,"2006-01","2006-Q1",121200,-0.0693069306930693,"2004-05"
2017-04-30,324,"Wake","NC","Raleigh",51,250000,0.00847115772488907,0.0288065843621399,0.0748065348237317,0.0511633522144173,0.0207425609042442,"2017-04","2017-Q2",250000,0,"2017-04"
2017-04-30,2337,"Hartford","CT","Hartford",52,213800,0.000467945718296678,0.00187441424554827,0.0229665071770335,0.00330663808253684,-0.0140112375124912,"2007-07","2007-Q3",246900,-0.134062373430539,"2004-10"
2017-04-30,489,"Duval","FL","Jacksonville",53,155200,0.00844704353476283,0.0223978919631094,0.0921885995777621,0.080874311688907,-0.0149335715053526,"2006-11","2006-Q4",183800,-0.155603917301415,"2005-07"
2017-04-30,3246,"Prince Georges","MD","Washington",54,279500,0.00143317807237549,0.00757029560201875,0.0854368932038835,0.0838133649370152,-0.0193170460588369,"2007-05","2007-Q2",340100,-0.178182887386063,"2005-07"
2017-04-30,2815,"New Haven","CT","New Haven",55,220600,0.00592795257637939,0.0165898617511521,0.026046511627907,0.0114433391396778,-0.0193119813921118,"2006-04","2006-Q2",272100,-0.189268651231165,"2004-05"
2017-04-30,1155,"Macomb","MI","Detroit",56,156800,0.00641848523748395,0.0261780104712042,0.0806340454858718,0.104947953796503,0.0000637978904320935,"2005-09","2005-Q3",168900,-0.0716400236826525,"2001-10"
2017-04-30,204,"Kern","CA","Bakersfield",57,192800,0.00678851174934726,0.0174142480211082,0.0501089324618736,0.0933478970819746,-0.028030157005296,"2006-05","2006-Q2",270800,-0.288035450516987,"2005-01"
2017-04-30,2061,"Ventura","CA","Ventura",58,559100,0.00503325543771346,0.0180262199563001,0.0477886056971514,0.0806335160619556,-0.00573509793922777,"2006-05","2006-Q2",632200,-0.115627965833597,"2005-04"
2017-04-30,2802,"Middlesex","NJ","New York",59,300100,-0.00133111480865225,0.00468697689989956,0.04491643454039,0.0263537540995051,-0.0154888454555386,"2006-08","2006-Q3",354500,-0.15345557122708,"2004-10"
2017-04-30,2314,"Gwinnett","GA","Atlanta",60,198000,0.00202429149797571,0.0127877237851662,0.0691144708423326,0.100973217821122,0.00423857189546828,"2017-04","2017-Q2",198000,0,"2017-04"
2017-04-30,3227,"San Francisco","CA","San Francisco",61,1189100,0.0103662163310392,0.025882149943922,0.0400594769526808,0.122515814616007,0.0405340354774713,"2017-04","2017-Q2",1189100,0,"2017-04"
2017-04-30,2626,"Baltimore","MD","Baltimore",62,234000,0.000855431993156544,0.00171232876712329,0.0335689045936396,0.0293383794133588,-0.0148629777838801,"2007-03","2007-Q1",272000,-0.139705882352941,"2005-09"
2017-04-30,2322,"Hamilton","OH","Cincinnati",63,133400,0,0.015220700152207,0.0637958532695375,0.03247387879487,-0.00178151937141457,"2007-01","2007-Q1",136200,-0.0205580029368576,"2005-02"
2017-04-30,1690,"El Paso","TX","El Paso",64,112200,0,-0.00266666666666667,0.0126353790613718,0.00179212619654967,-0.00332517910778463,"2008-01","2008-Q1",119900,-0.0642201834862385,"2006-12"
2017-04-30,2981,"Montgomery","PA","Philadelphia",65,283500,0.00389518413597734,0.00141292829388908,0.0264301230992035,0.0214158117727834,-0.00329062257988477,"2006-08","2006-Q3",294900,-0.0386571719226857,"2005-09"
2017-04-30,2879,"Worcester","MA","Worcester",66,255800,-0.00156128024980484,0.00195848021934978,0.0716380393799749,0.0392585759088471,-0.00453678370270394,"2005-12","2005-Q4",282800,-0.0954738330975955,"2004-07"
2017-04-30,1322,"Pierce","WA","Seattle",67,290900,0.00241212956581668,0.00936849410131853,0.099395313681028,0.07748827855555,0.00145537729628464,"2017-04","2017-Q2",290900,0,"2017-04"
2017-04-30,504,"Essex","NJ","New York",68,350000,-0.00906002265005663,-0.0285872883708021,0.077254539858418,0.0463880426584002,-0.0162722133312398,"2007-03","2007-Q1",413200,-0.152952565343659,"2004-12"
2017-04-30,951,"Collin","TX","Dallas-Fort Worth",69,313400,0.0054539621430863,0.023514043109079,0.0900869565217391,0.0960816404830826,0.0446933937450358,"2017-04","2017-Q2",313400,0,"2017-04"
2017-04-30,503,"Essex","MA","Boston",70,399900,0.00477386934673367,0.0230237912509593,0.0784789644012945,0.0589591673923064,0.012152073377973,"2017-04","2017-Q2",399900,0,"2017-04"
2017-04-30,2742,"Jefferson","KY","Louisville/Jefferson County",71,149500,-0.0112433862433862,-0.00993377483443709,0.0686204431736955,0.0371095420711223,0.0167653759251207,"2017-02","2017-Q1",152300,-0.0183847669074196,"2017-01"
2017-04-30,2810,"Multnomah","OR","Portland",72,390600,0.000768639508070715,0.0108695652173913,0.105889014722537,0.120138441098129,0.030977191488395,"2017-04","2017-Q2",390600,0,"2017-04"
2017-04-30,2045,"Suffolk","MA","Boston",73,507900,0.00934022257551669,0.0285540704738761,0.102692140686062,0.0923263406807648,0.0380854484275581,"2017-04","2017-Q2",507900,0,"2017-04"
2017-04-30,2842,"San Mateo","CA","San Francisco",74,1115700,0.004140041400414,0.013167453686887,0.0527458010945461,0.127758194038512,0.0330753926888319,"2017-04","2017-Q2",1115700,0,"2017-04"
2017-04-30,2847,"Snohomish","WA","Seattle",75,398100,0.00938133874239351,0.0305462076106653,0.115438498178762,0.105684128355284,0.0117241167709488,"2017-04","2017-Q2",398100,0,"2017-04"
2017-04-30,220,"Lake","IL","Chicago",76,231600,-0.00472711645896003,-0.00515463917525773,0.0198150594451783,0.0354261852903426,-0.0215251011834733,"2007-04","2007-Q2",287900,-0.195554011809656,"2002-09"
2017-04-30,984,"Dekalb","GA","Atlanta",77,165100,-0.000605326876513317,0.0104039167686659,0.104347826086957,0.107476918811837,-0.0029790685900748,"2006-11","2006-Q4",173700,-0.04951065054692,"2004-11"
2017-04-30,135,"Cobb","GA","Atlanta",78,225900,0.00177383592017738,0.00893255917820455,0.0818965517241379,0.0828944553189663,0.0117975638815584,"2017-04","2017-Q2",225900,0,"2017-04"
2017-04-30,3134,"San Joaquin","CA","Stockton",79,312100,0.0113415424497732,0.033101621979477,0.107916222932197,0.154451847914533,-0.0143953949588222,"2006-04","2006-Q2",411100,-0.24081731938701,"2004-10"
2017-04-30,330,"Will","IL","Chicago",80,204500,0.00195982361587457,0.0189337319382162,0.0684430512016719,0.0480853692402681,-0.0100782285526169,"2006-12","2006-Q4",226800,-0.0983245149911817,"2005-03"
2017-04-30,1804,"Jackson","MO","Kansas City",81,117900,0.00425894378194208,0.0146299483648881,0.0826446280991736,0.045683902574577,,"2017-04","2017-Q2",117900,0,"2017-04"
2017-04-30,1948,"Norfolk","MA","Boston",82,452800,0.00176991150442478,0.00756564307966177,0.0572028951669391,0.0589744945425841,0.0165379658104901,"2017-04","2017-Q2",452800,0,"2017-04"
2017-04-30,988,"Denton","TX","Dallas-Fort Worth",83,266000,0.00491122024933887,0.0218978102189781,0.100993377483444,0.0880955425928283,0.0421659913608616,"2017-04","2017-Q2",266000,0,"2017-04"
2017-04-30,2889,"Bernalillo","NM","Albuquerque",84,190000,0.00422832980972516,0.0204081632653061,0.10658124635993,0.03587550847162,-0.00340889005134415,"2007-11","2007-Q4",200000,-0.05,"2006-11"
2017-04-30,2732,"Jefferson","AL","Birmingham",85,110300,0,-0.00809352517985612,0.0109990834097159,0.013789193507036,-0.00311898537078537,"2007-10","2007-Q4",117200,-0.0588737201365188,"2005-12"
2017-04-30,1106,"Hudson","NJ","New York",86,381100,0.0124867162592986,0.0370068027210884,0.121542083578576,0.0777409521812151,-0.00650473763174275,"2007-02","2007-Q1",408600,-0.0673029858051885,"2006-01"
2017-04-30,2441,"Monmouth","NJ","New York",87,393200,0.00511247443762781,0.0212987012987013,0.0449109752856763,0.0363582933150586,-0.00844462288966963,"2006-04","2006-Q2",438200,-0.102692834322227,"2004-12"
2017-04-30,2243,"Davidson","TN","Nashville",88,227900,0.00751547303271441,0.023349797934441,0.138361638361638,0.0970818615498008,0.0370481349651297,"2017-04","2017-Q2",227900,0,"2017-04"
2017-04-30,3001,"Providence","RI","Providence",89,221800,0.00452898550724638,0.0132480584741891,0.0808966861598441,0.0626312229122179,-0.013308858203214,"2005-12","2005-Q4",264500,-0.161436672967864,"2004-03"
2017-04-30,414,"Bucks","PA","Philadelphia",90,302400,0.000661813368630046,-0.000991080277502478,0.0438384535726614,0.0249827715775639,-0.00588931277572613,"2007-04","2007-Q2",320800,-0.057356608478803,"2005-08"
2017-04-30,1689,"El Paso","CO","Colorado Springs",91,253500,0.00515463917525773,0.0230024213075061,0.0879828326180258,0.0581407878207771,0.0207674832748492,"2017-04","2017-Q2",253500,0,"2017-04"
2017-04-30,3236,"Baltimore City","MD","Baltimore",92,121700,-0.00653061224489796,0.0175585284280936,0.04553264604811,0.0421520249684448,,"2010-08","2010-Q3",125300,-0.028731045490822,
2017-04-30,80,"Lee","FL","Fort Myers",93,221400,-0.00449640287769784,-0.0129291127953634,0.0477993374349266,0.10075688327056,-0.0137588351758182,"2006-04","2006-Q2",291700,-0.241001028453891,"2005-04"
2017-04-30,757,"Tulsa","OK","Tulsa",94,134000,0.0128495842781557,0.0307692307692308,0.0651828298887122,0.040261253434174,0.0278641100042423,"2017-04","2017-Q2",134000,0,"2017-04"
2017-04-30,201,"Kent","MI","Grand Rapids",95,167300,0.0048048048048048,0.0151699029126214,0.102834541858932,0.0769183852667195,0.015889265234776,"2017-04","2017-Q2",167300,0,"2017-04"
2017-04-30,285,"Polk","FL","Lakeland",96,156400,0.000639795265515035,0.0142671854734112,0.0944716585024493,0.0944488822684508,-0.0171307773135837,"2006-10","2006-Q4",194200,-0.194644696189495,"2005-08"
2017-04-30,3289,"District of Columbia","DC","Washington",97,558900,-0.00321027287319422,0.0185893931109896,0.101932176656151,0.0878206020133567,0.0343789681456743,"2017-03","2017-Q1",560700,-0.00321027287319422,"2017-03"
2017-04-30,989,"Denver","CO","Denver",98,379100,0.00530363298859719,0.0207323640280021,0.103639010189229,0.119077094636374,0.0532742549551095,"2017-04","2017-Q2",379100,0,"2017-04"
2017-04-30,659,"Ocean","NJ","New York",99,275400,0.00109051254089422,0.0132450331125828,0.0499428135722455,0.0277279946012836,-0.0156333528448129,"2006-09","2006-Q3",334100,-0.175695899431308,"2004-09"
2017-04-30,2127,"Arapahoe","CO","Denver",100,337400,0.00626304801670146,0.0153475774902197,0.0880361173814898,0.115434579193408,0.0457539010014474,"2017-04","2017-Q2",337400,0,"2017-04"
2017-04-30,2251,"Delaware","PA","Philadelphia",101,191500,0.00104547830632514,0.0100210970464135,0.0356949702541915,0.0043378691973579,-0.0150688543798847,"2007-11","2007-Q4",223000,-0.141255605381166,"2005-01"
2017-04-30,1558,"Bristol","MA","Providence",102,289500,0.00765750087017055,0.0233297985153765,0.0730170496664196,0.0457298730169615,-0.00322362057954517,"2005-09","2005-Q3",316600,-0.0855969677826911,"2004-07"
2017-04-30,1822,"Johnson","KS","Kansas City",103,238700,0.00462962962962963,0.014449638759031,0.0455540954883925,0.0428798826842767,0.0178463939152498,"2017-04","2017-Q2",238700,0,"2017-04"
2017-04-30,1556,"Brevard","FL","Melbourne",104,185000,0.00434310532030402,0.0243632336655592,0.122572815533981,0.112418955611042,-0.00616413921300363,"2006-02","2006-Q1",227300,-0.186097668279806,"2005-02"
2017-04-30,1404,"Summit","OH","Akron",105,124800,-0.0016,-0.000800640512409928,0.0426065162907268,0.0306779207863273,-0.00283975378153967,"2007-03","2007-Q1",128600,-0.0295489891135303,"2004-01"
2017-04-30,2986,"New Castle","DE","Philadelphia",106,223700,0.009021199819576,0.0209949794614331,0.0323027226580526,0.0255381357060263,-0.00717397670776343,"2007-05","2007-Q2",240600,-0.07024106400665,"2005-09"
2017-04-30,3152,"Anne Arundel","MD","Baltimore",107,335100,-0.00475200475200475,-0.0152806347340582,0.0387476751394916,0.0314026598690573,-0.00747222574860928,"2006-08","2006-Q3",365200,-0.082420591456736,"2005-08"
2017-04-30,2980,"Montgomery","OH","Dayton",108,95400,0,0.0148936170212766,0.0804077010192525,0.0297320557057772,-0.0116861869465502,"2008-02","2008-Q1",108400,-0.119926199261993,"2002-02"
2017-04-30,2734,"Jefferson","CO","Denver",109,388000,0.00674623767514271,0.0242872228088701,0.101646791595684,0.109095081081926,0.0474333427911147,"2017-04","2017-Q2",388000,0,"2017-04"
2017-04-30,3069,"Washington","OR","Portland",110,377700,0.00505588078765301,0.0183337826907522,0.100845234625474,0.103812253829849,0.022585489888358,"2017-04","2017-Q2",377700,0,"2017-04"
2017-04-30,2776,"Lancaster","PA","Lancaster",111,191300,0.00314630309386471,0.0068421052631579,0.0362946912242687,0.0225698699908121,0.00270580526134045,"2017-04","2017-Q2",191300,0,"2017-04"
2017-04-30,1676,"Douglas","NE","Omaha",112,150900,0.0013271400132714,0.00801603206412826,0.0589473684210526,0.0429237475946866,0.0127830535647138,"2017-04","2017-Q2",150900,0,"2017-04"
2017-04-30,322,"Utah","UT","Provo",113,257800,0.00703125,0.020990099009901,0.0974882928905917,0.0792068951270657,0.00663623465586283,"2008-02","2008-Q1",260700,-0.0111238971998466,"2007-12"
2017-04-30,197,"Kane","IL","Chicago",114,217300,0.00323176361957525,0.0177985948477752,0.0762753838533928,0.0536897541139727,-0.0129687370755589,"2006-10","2006-Q4",248800,-0.126607717041801,"2004-07"
2017-04-30,3033,"Stanislaus","CA","Modesto",115,268100,0.00261780104712042,0.0178435839028094,0.0863047001620746,0.148270374865154,-0.0182438039931586,"2006-04","2006-Q2",362100,-0.259596796465065,"2004-10"
2017-04-30,911,"Camden","NJ","Philadelphia",116,169300,0.00534441805225653,0.00773809523809524,0.0412054120541205,0.0180689692590121,-0.0197617432709082,"2007-01","2007-Q1",207600,-0.184489402697495,"2005-02"
2017-04-30,1349,"Ramsey","MN","Minneapolis-St Paul",117,227500,0.00663716814159292,0.0188087774294671,0.140350877192982,0.094870165296852,0.00576081763147984,"2017-04","2017-Q2",227500,0,"2017-04"
2017-04-30,1964,"Passaic","NJ","New York",118,297200,-0.00767946577629382,-0.00368756285618505,0.0129516019086571,0.0234319544581132,-0.0270076515800025,"2007-01","2007-Q1",397000,-0.251385390428212,"2004-02"
2017-04-30,1611,"Chester","PA","Philadelphia",119,329600,0.00212830647613256,0.00795107033639144,0.0433681544792656,0.0260010318209796,0.00128328302893799,"2017-04","2017-Q2",329600,0,"2017-04"
2017-04-30,2537,"Sedgwick","KS","Wichita",120,130000,-0.00230237912509593,0,0.0441767068273092,0.0317339296668746,0.0232560075619999,"2017-02","2017-Q1",130400,-0.00306748466257669,"2017-01"
2017-04-30,221,"Lake","IN","Chicago",121,127500,0.00393700787401575,0.003147128245476,0.03322528363047,0.0169896067450179,-0.00657906546664755,"2008-05","2008-Q2",142700,-0.106517168885774,"2005-08"
2017-04-30,2482,"Plymouth","MA","Boston",122,355500,0.000844594594594595,0.0203788748564868,0.0669267707082833,0.0509400604776717,0.00417295984639776,"2005-12","2005-Q4",367700,-0.0331792221920044,"2005-02"
2017-04-30,2063,"Volusia","FL","Daytona Beach",123,170100,0.00591366055588409,0.0161290322580645,0.116874589625739,0.0985863784160497,-0.0216869746879707,"2006-08","2006-Q3",231900,-0.266494178525226,"2005-01"
2017-04-30,1241,"Morris","NJ","New York",124,425600,0.00590876861262113,0.017208413001912,0.0176948828311813,0.0269558040322515,-0.0106294187440548,"2006-07","2006-Q3",484800,-0.122112211221122,"2004-11"
2017-04-30,2312,"Guilford","NC",,125,135900,0.00443458980044346,0.0187406296851574,0.0543056633048875,0.0327072348078827,0.00799313212562058,"2017-04","2017-Q2",135900,0,"2017-04"
2017-04-30,146,"Dane","WI","Madison",126,249100,0.00403063280935107,0.0238388820386354,0.0863497601395552,0.046988008177032,0.0164494996459661,"2017-04","2017-Q2",249100,0,"2017-04"
2017-04-30,1396,"Sonoma","CA","Santa Rosa",127,583800,0.00481927710843374,0.0110841704191202,0.0678617157490397,0.114184300539443,0.00543476071075744,"2005-12","2005-Q4",595000,-0.0188235294117647,"2005-09"
2017-04-30,2033,"Spokane","WA","Spokane",128,199300,0.00504286434694907,0.0173557937723328,0.0866957470010905,0.0541597297726149,0.00917726942342911,"2017-04","2017-Q2",199300,0,"2017-04"
2017-04-30,2511,"Richmond","NY","New York",129,473600,0.013048128342246,0.0431718061674009,0.104220097924924,0.0515792186440545,0.0090960771482651,"2017-04","2017-Q2",473600,0,"2017-04"
2017-04-30,2465,"Onondaga","NY","Syracuse",130,129400,-0.0107033639143731,-0.0182094081942337,0.0125195618153365,0.0160457748616203,0.00681759717089014,"2017-02","2017-Q1",132100,-0.020439061317184,"2016-10"
2017-04-30,669,"Pasco","FL","Tampa",131,162900,0,-0.0061012812690665,0.118050789293068,0.0891245910148035,-0.0145946441436772,"2006-08","2006-Q3",201900,-0.193164933135215,"2005-04"
2017-04-30,1746,"Hampden","MA","Springfield",132,189000,0.00531914893617021,0.0123192287091591,0.0407488986784141,0.0217766936712893,-0.00469145445125019,"2006-09","2006-Q3",201300,-0.0611028315946349,"2005-08"
